symbol,category,PE_ratio,perc_high,perc_low,close_price,sma200,sma100,sma50,sma20,sma10,bollinger_signal,rsi_signal,stoch_signal,supertrend_signal
TCS,large,25.47,,12.76975180379902,3435.7,3895.7894999999994,3577.1895000000013,3446.2239999999997,3447.9900000000002,3458.88,hold,hold,hold,probability to rise more
BHARTIARTL,large,40.91,3.8481272447408927,,1936.7,1694.0215000000005,1759.6645,1851.5939999999996,1863.4049999999995,1866.3499999999997,sell,sell,sell,probability to rise more
HDFCBANK,large,20.6,3.2409958423082723,,1964.7,1780.3610000000003,1828.6779999999999,1927.3569999999995,1941.8400000000001,1940.95,sell,hold,sell,probability to rise more
RELIANCE,large,24.56,11.231974142217807,,1466.2,1567.8122500000006,1317.042,1397.3310000000006,1431.8349999999998,1438.56,hold,hold,buy,probability to rise more
ITC,large,26.08,,7.5227476611559725,418.55,449.3637499999999,420.0325000000001,425.95500000000015,419.86749999999984,419.0,hold,hold,buy,probability to fall more
LT,large,43.59,8.81796392077709,,3662.0,3509.4600000000028,3402.059999999999,3502.476999999999,3641.920000000001,3629.3,sell,hold,hold,probability to rise more
SBIN,large,8.99,12.558398220244712,,796.15,786.8909999999995,769.5049999999999,796.569,802.4599999999999,798.0249999999999,hold,hold,hold,probability to rise more
HINDUNILVR,large,51.86,,8.286516853932584,2306.2,2440.3120000000017,2316.7900000000004,2354.181,2348.965,2327.43,hold,hold,buy,probability to rise more
BAJFINANCE,large,33.55,9.480997139354306,,905.0,7708.169750000001,8320.838,8133.852,6747.35,4312.65,buy,buy,buy,probability to fall more
NTPC,large,14.95,,14.754098360655732,335.2,356.833,336.4794999999999,343.5400000000001,334.1199999999999,334.19,hold,hold,hold,probability to fall more
HCLTECH,large,27.14,15.0631149985091,,1739.9,1733.6577500000003,1615.789,1616.4069999999995,1677.0900000000001,1712.47,hold,sell,hold,probability to rise more
SUNPHARMA,large,34.78,,14.313094667670606,1665.1,1771.8182499999998,1708.8045000000002,1720.389,1674.485,1669.8799999999999,hold,hold,buy,probability to fall more
AXISBANK,large,13.46,9.36438622028142,,1220.7,1124.1474999999998,1111.9275000000002,1191.7989999999998,1204.91,1219.3600000000001,sell,hold,sell,probability to rise more
M&M,large,31.59,5.522860331096459,,,,,,,,,,,
MARUTI,large,28.21,6.95906432748538,,12791.0,11983.878250000002,12229.184,12344.621000000001,12462.5,12598.8,sell,hold,hold,probability to fall more
KOTAKBANK,large,22.61,7.411268951735519,,2169.8,1929.4657499999998,2059.1209999999987,2126.028,2105.0650000000005,2138.7400000000002,sell,hold,sell,trend change to lower bandprobability to rise more
COALINDIA,large,6.88,,12.1832498210451,389.05,410.37150000000014,386.8534999999998,395.06199999999995,395.0425000000001,392.52000000000004,hold,hold,buy,probability to rise more
TITAN,large,93.64,9.77501939487975,,3519.0,3378.7320000000013,3329.1935000000008,3467.8660000000004,3509.725,3474.4199999999996,sell,hold,hold,probability to rise more
ASIANPAINT,large,57.38,,7.772679138722206,2285.7,2501.0470000000014,2301.6545,2330.0099999999993,2258.9800000000005,2248.74,hold,hold,buy,probability to fall more
ULTRACEMCO,large,52.26,7.8531485533673715,14.701154973452027,,,,,,,,,,
BAJAJFINSV,large,18.09,7.962529274004685,,1986.2,1833.5935000000006,1934.4034999999997,2015.1659999999997,2000.3949999999998,1999.8899999999999,sell,hold,hold,probability to fall more
NESTLEIND,large,73.51,,13.649289099526065,2360.4,2321.078250000002,2308.980499999999,2386.7219999999998,2393.2900000000004,2372.57,hold,hold,hold,probability to rise more
JSWSTEEL,large,59.95,7.5634942785375445,,1005.55,977.7947500000002,995.9855000000002,1001.3320000000002,994.4024999999998,997.0849999999998,sell,hold,hold,probability to rise more
BEL,large,56.44,2.9878048780487805,,408.25,300.9574499999999,313.8904,353.09799999999996,393.66499999999996,398.53000000000003,sell,sell,sell,probability to rise more
DLF,large,103.98,9.870828848223901,,854.25,770.1942499999998,716.8000000000002,747.732,833.54,852.9849999999999,sell,sell,hold,probability to rise more
VBL,large,58.97,,10.117983553807647,459.6,571.8327499999997,507.20400000000024,499.12299999999993,473.12,468.84000000000003,hold,hold,buy,probability to fall more
GRASIM,large,23.14,6.767439840152897,,2712.6,2589.984250000002,2578.1169999999997,2682.993,2629.5350000000008,2691.6,sell,hold,hold,probability to rise more
INDIGO,large,28.7,8.509338453482282,,5390.0,4721.045499999998,5020.9685,5392.2919999999995,5397.725,5386.85,sell,hold,sell,probability to rise more
TECHM,large,39.11,7.661669524810533,,1696.1,1611.6889999999999,1539.6405000000002,1544.355,1623.7500000000002,1676.5800000000004,sell,sell,sell,probability to rise more
SBILIFE,large,75.2,8.104338842975212,,1810.9,1598.8267500000004,1607.4519999999998,1741.9019999999998,1792.325,1789.8700000000001,sell,hold,sell,probability to rise more
PIDILITIND,large,70.99,13.786237188872628,13.706048356342007,2956.1,3000.1882499999983,2919.7529999999997,3030.368,3033.58,3007.58,hold,hold,hold,probability to rise more
HYUNDAI,large,100.98,7.353156584151161,,2006.2,,1772.144,1814.0819999999999,1904.025,1944.3899999999999,,sell,,probability to rise more
HDFCLIFE,large,92.63,4.1840475287574295,,778.95,683.4390000000002,693.3105,744.5659999999998,766.7600000000002,765.17,sell,hold,sell,probability to rise more
BRITANNIA,large,60.98,14.820940045441192,,5587.0,5283.704000000001,5189.548000000001,5495.794,5573.9,5587.55,sell,hold,hold,probability to rise more
RECLTD,large,6.54,,12.172939694976913,394.45,466.5547499999997,410.22950000000003,409.344,404.11499999999995,401.39,hold,hold,buy,probability to fall more
DIVISLAB,large,79.87,5.930783242258652,,6592.0,5925.522749999999,6028.8675,6315.566,6613.2,6619.35,sell,hold,sell,probability to rise more
EICHERMOT,large,37.56,6.966900871920766,,5525.0,5082.135,5285.1735,5455.158,5371.55,5387.45,sell,hold,hold,probability to fall more
LODHA,large,53.47,11.567996036660883,,1483.2,1266.1550000000002,1272.9674999999997,1373.5639999999996,1458.7450000000001,1455.65,sell,hold,sell,probability to rise more
TVSMOTOR,large,54.68,6.825557809330632,,2812.1,2557.190500000001,2579.4709999999995,2747.118,2769.0800000000004,2771.38,sell,hold,sell,probability to rise more
SHRIRAMFIN,large,15.04,10.94530768704224,,666.35,1727.916749999999,630.9439999999997,656.512,664.2225000000001,670.5550000000001,hold,hold,buy,probability to rise more
CIPLA,large,22.89,12.981404776592937,12.973782771535584,,,,,,,,,,
CHOLAFIN,large,30.75,8.691522203752083,,1557.5,1423.0272499999992,1496.5240000000006,1576.336,1585.4550000000002,1577.87,sell,hold,sell,probability to fall more
BAJAJHLDNG,large,306.6,8.412483039348711,,13614.0,11537.345,12313.088500000002,12890.783000000001,13763.3,13913.1,sell,hold,sell,probability to rise more
HAVELLS,large,65.42,,11.438499963802215,1533.5,1646.3687499999992,1539.9955000000002,1567.1870000000004,1536.1449999999998,1545.15,hold,hold,buy,probability to fall more
IOB,large,21.11,,11.492537313432841,37.22,47.467950000000016,41.1441,37.92,38.916000000000004,38.025,hold,hold,buy,probability to fall more
TATACONSUM,large,78.81,13.390928725701933,,1100.2,1039.9547500000003,1061.9409999999998,1123.5220000000002,1102.0400000000002,1085.6799999999998,sell,hold,hold,probability to fall more
DRREDDY,large,19.39,7.26631914399679,,1325.3,2180.4860000000017,1199.6374999999998,1233.54,1301.6199999999997,1336.87,hold,hold,buy,probability to rise more
TORNTPHARM,large,55.59,12.25666304620269,15.933089009035156,3167.2,3256.1542499999982,3179.5655000000006,3224.8299999999995,3190.425,3225.4500000000003,hold,hold,hold,probability to rise more
UNITDSPR,large,64.93,14.776470588235297,,1458.9,1489.1310000000003,1458.1219999999992,1537.52,1523.145,1485.5399999999995,hold,hold,hold,probability to fall more
DABUR,large,47.6,,8.146780521578584,466.9,520.8275,491.7869999999998,478.35100000000006,479.15,473.16499999999996,hold,hold,buy,probability to fall more
INDUSTOWER,large,10.74,15.390463777560557,,404.3,363.23799999999983,366.8975,390.547,388.685,390.52500000000003,sell,hold,hold,probability to rise more
APOLLOHOSP,large,68.99,7.565586752105606,,7063.5,6885.7225,6722.871999999999,6967.579000000001,6953.225,6989.75,sell,hold,hold,probability to fall more
SOLARINDS,large,119.93,4.034682080924855,,16996.0,11324.192999999997,12226.3175,14687.781,16684.25,16923.4,sell,sell,sell,probability to rise more
CANBK,large,5.61,14.652014652014653,,107.22,99.34819999999998,96.47669999999995,105.18400000000003,112.78399999999999,111.09700000000001,sell,hold,hold,probability to fall more
MAXHEALTH,large,104.63,8.008278936475094,,1213.8,1070.1897500000002,1103.5175000000002,1148.3459999999998,1176.325,1201.8400000000001,sell,hold,sell,probability to rise more
UNIONBANK,large,6.11,12.039079735266306,,143.48,122.03560000000004,126.53290000000003,136.393,147.91949999999997,146.72,sell,hold,hold,probability to fall more
SHREECEM,large,92.71,10.43233082706767,,28875.0,27484.2225,29341.595999999998,30156.058999999997,29634.75,29517.5,sell,buy,hold,probability to fall more
HDFCAMC,large,43.11,7.806550607134052,,4958.6,4277.670000000002,4255.691,4663.531,4936.3,4992.15,sell,hold,sell,probability to rise more
MAZDOCK,large,57.68,15.62913907284768,,3256.4,3298.3819999999996,2737.1280000000015,3151.226999999999,3377.275,3258.9300000000003,hold,hold,hold,probability to fall more
COLPAL,large,45.48,,4.365130867402123,2402.3,2804.3802499999993,2516.6049999999996,2536.3549999999996,2437.84,2402.58,hold,hold,buy,probability to fall more
MARICO,large,54.19,7.187246690083766,,693.3,663.66675,673.2515000000001,709.4159999999999,700.775,692.3500000000001,sell,hold,hold,probability to rise more
PERSISTENT,large,68.21,13.159716596208511,,6106.5,5669.7305000000015,5521.886499999999,5543.552,5799.725,5985.9,sell,sell,hold,probability to rise more
HINDPETRO,large,12.18,15.071639505632719,,392.25,380.5287499999998,366.7694999999999,397.37199999999996,402.34250000000003,395.74999999999994,hold,hold,hold,probability to rise more
TORNTPOWER,large,22.9,,15.469041209360116,1390.1,1546.3327500000012,1415.7269999999996,1456.1970000000001,1404.8500000000001,1405.6399999999999,hold,hold,buy,probability to fall more
AUROPHARMA,large,18.13,,9.207920792079207,1097.2,1249.486,1155.4669999999999,1174.967,1142.17,1128.27,hold,hold,buy,probability to fall more
IDEA,large,,,4.928457869634334,6.56,8.17615,7.497800000000002,7.015600000000001,6.815,6.6659999999999995,hold,hold,buy,probability to fall more
MUTHOOTFIN,large,19.55,3.329712723322974,,2606.4,2133.311,2256.4675,2263.1019999999994,2424.125,2603.7200000000003,sell,sell,sell,probability to rise more
INDIANB,large,7.54,6.69703872437358,,615.65,549.2779999999999,561.5225000000002,595.682,625.4875,625.8549999999998,sell,hold,sell,probability to rise more
SRF,large,71.81,5.246222278305314,,3030.1,2642.3795,2929.3925000000004,2994.051,3027.8299999999995,3076.9000000000005,sell,hold,sell,probability to rise more
IRCTC,large,47.17,,15.609756097560973,756.6,790.8219999999997,747.6974999999999,767.937,771.9775,767.545,hold,hold,hold,probability to fall more
GICRE,large,9.3,,9.351585014409219,377.2,404.41799999999995,403.91899999999987,410.8180000000001,396.1649999999999,385.715,hold,hold,buy,probability to fall more
ALKEM,large,25.76,,7.132122939231694,,,,,,,,,,
ASHOKLEY,large,20.72,12.321934630644241,,235.15,222.44565000000003,221.23660000000007,231.65740000000002,236.98399999999998,235.754,sell,hold,hold,probability to rise more
SBICARD,large,46.95,9.06789973229496,,945.6,803.1567500000008,879.4780000000001,921.0369999999997,961.475,983.3550000000001,sell,hold,sell,probability to fall more
NMDC,large,9.12,,14.715269611960363,67.94,127.28825000000005,67.05829999999999,68.7376,70.91749999999999,70.21900000000001,hold,hold,buy,probability to fall more
BHARTIHEXA,large,70.16,9.785916946092343,,1819.2,1476.6240000000003,1540.9714999999999,1713.6389999999994,1797.83,1771.1599999999999,sell,hold,sell,probability to rise more
PIIND,large,37.76,15.446342148811942,,4121.5,3866.5525,3557.1300000000006,3784.8129999999987,3965.0700000000006,4064.63,sell,sell,hold,probability to rise more
PATANJALI,large,45.97,,15.481551296819912,1649.6,1795.091999999999,1790.4205000000002,1784.0910000000006,1686.925,1666.39,hold,hold,buy,probability to fall more
BERGEPAINT,large,54.42,15.941223193010329,,535.75,521.5342500000003,525.5409999999998,556.4090000000001,562.9024999999999,560.52,hold,hold,hold,probability to fall more
UCOBANK,large,15.36,,13.502424468481914,29.95,39.82279999999998,34.299400000000006,31.341600000000003,32.105500000000006,31.342000000000002,hold,buy,buy,probability to fall more
BALKRISIND,large,28.27,,13.171162380056217,2420.4,2725.8779999999992,2584.635500000002,2564.2799999999997,2464.865,2455.4400000000005,hold,hold,hold,probability to fall more
VOLTAS,large,44.58,,15.594713656387665,1293.9,1526.9272499999997,1310.8890000000001,1266.4379999999999,1274.7900000000002,1294.2800000000002,hold,hold,buy,probability to rise more
MRF,large,30.5,9.967104147590463,,134430.0,125081.15149999996,123358.06150000001,136372.688,138485.0,136974.0,sell,hold,sell,probability to fall more
ABCAPITAL,large,22.73,3.041825095057034,,260.28,196.89514999999992,193.05810000000005,217.7478,237.94850000000002,250.45299999999997,sell,sell,sell,probability to rise more
LTTS,large,36.73,,10.81694402420575,4379.5,4898.032,4588.4815,4353.218999999999,4406.9800000000005,4451.54,hold,hold,buy,probability to rise more
POWERINDIA,large,216.88,10.946891319341807,,18684.0,13735.431750000005,14104.014,16261.166000000001,18434.9,18044.9,sell,hold,sell,probability to fall more
NYKAA,large,764.45,15.913838120104447,,197.07,181.22545000000005,182.8875,195.8431999999999,197.61950000000004,196.022,sell,hold,hold,probability to rise more
UBL,large,112.66,,8.983425414364635,1943.7,2025.0649999999996,2037.7724999999998,2079.1279999999997,2023.395,2014.8100000000002,hold,buy,hold,probability to fall more
PETRONET,large,11.41,,9.959198813056366,295.4,318.4640000000001,302.01499999999993,308.81700000000006,304.695,300.05,hold,hold,hold,probability to fall more
PGHH,large,60.68,,11.436029606132696,13415.0,14803.487,13863.374000000002,13901.684,13547.1,13411.4,hold,hold,hold,probability to fall more
BANKINDIA,large,5.52,14.342751842751847,,113.18,108.29575000000003,110.15559999999998,117.47920000000002,121.70449999999998,120.36100000000002,sell,hold,hold,probability to fall more
BSE,large,88.11,15.148514851485148,,2688.1,4830.5279999999975,4960.061000000002,4893.525,2715.2,2726.48,hold,buy,buy,probability to fall more
SUNDARMFIN,large,29.54,15.062727494422724,,4819.5,4733.790749999999,4838.496499999999,5088.185,4999.725,4918.4,hold,hold,hold,probability to rise more
COROMANDEL,large,37.32,9.387430389817025,,2315.9,1909.9767500000016,2074.295,2308.201999999999,2323.145,2308.6400000000003,sell,hold,sell,probability to rise more
FEDERALBNK,large,12.14,6.198156682027644,,207.51,195.1025499999999,192.51289999999997,200.4244,206.50900000000001,206.68599999999998,sell,hold,sell,probability to rise more
COFORGE,large,65.54,11.237882474967083,,1832.0,7543.203749999998,6910.648,6101.193,3821.95,1818.7,buy,buy,buy,probability to fall more
PAGEIND,large,68.72,11.333913073132464,,44925.0,44674.11299999999,44116.574499999995,46015.328,45973.25,45741.0,hold,hold,hold,probability to rise more
AUBANK,large,28.13,2.896039603960393,,795.35,626.0200000000001,625.4194999999999,701.1950000000002,751.4200000000001,781.57,sell,sell,sell,probability to rise more
BDL,large,140.97,11.42802632834112,,1902.0,1298.2667499999998,1446.8740000000003,1726.8039999999999,1931.9350000000002,1902.25,sell,hold,sell,probability to rise more
LLOYDSME,large,52.97,5.648657392429631,,1467.9,1167.1092500000004,1263.9035000000001,1346.937,1463.8849999999998,1498.3,sell,hold,sell,probability to rise more
VMM,large,523.34,7.61515601783061,,,,,,,,,,,
GVT&D,large,99.18,5.190746753246757,,,,,,,,,,,
GLENMARK,large,29.16,11.248259100466973,,1636.7,1530.9570000000003,1448.7404999999999,1470.6739999999998,1571.0400000000004,1649.3799999999999,sell,sell,hold,probability to rise more
GLAXO,large,58.9,9.662371647182633,,3213.5,2621.47625,2773.5825000000004,3040.474,3313.245,3299.7700000000004,sell,hold,sell,probability to rise more
ACC,large,14.77,,3.112260676431719,1823.0,2072.6174999999985,1915.826,1912.0790000000006,1879.2949999999996,1859.3799999999999,hold,hold,buy,probability to fall more
FORTIS,large,65.45,4.57106274007683,,755.25,655.7802500000003,668.3919999999999,704.8919999999999,745.9575000000001,760.49,sell,hold,sell,probability to rise more
OLAELEC,large,,,2.774694783573807,,,,,,,,,,
FLUOROCHEM,large,68.07,,11.86211122039309,3383.4,3980.23525,3785.327,3810.198,3641.459999999999,3589.21,hold,buy,buy,probability to fall more
NAM-INDIA,large,37.51,10.882657095930416,,759.45,659.6032499999998,625.5789999999996,697.8119999999998,750.8400000000003,749.835,sell,hold,sell,probability to rise more
AWL,large,28.68,,11.703735694234492,,,,,,,,,,
BIOCON,large,31.04,14.862861378799105,,351.35,347.29125,338.4569999999999,335.481,342.21999999999997,349.71500000000003,hold,hold,hold,probability to rise more
JUBLFOOD,large,192.36,14.452463131471601,,695.8,668.599,675.9859999999999,687.1870000000001,678.8499999999998,684.2500000000001,sell,hold,hold,probability to rise more
UPL,large,27.55,10.451068696833229,,633.5,598.1032499999998,640.1864999999999,650.5489999999999,636.7125000000001,637.115,sell,hold,hold,probability to rise more
APLAPOLLO,large,64.88,9.452479338842975,,1769.8,1561.977,1596.8054999999995,1742.7530000000002,1842.1100000000001,1828.6999999999996,sell,hold,sell,probability to fall more
LTF,large,17.96,4.997463216641296,,190.05,155.92039999999994,159.8424000000001,175.09520000000003,183.76600000000002,189.586,sell,hold,sell,probability to rise more
3MINDIA,large,67.42,,12.46920948824079,28490.0,30682.77499999999,28724.965,29567.926,29263.75,29095.5,hold,hold,hold,probability to rise more
MFSL,large,135.83,2.131758856432564,,1595.3,1197.9187499999998,1239.1595000000002,1393.7580000000003,1533.235,1560.6999999999998,sell,sell,sell,probability to rise more
AIAENG,large,29.11,,11.485861522198741,3269.6,3542.9262500000027,3327.534999999998,3298.685,3442.8050000000003,3411.6699999999996,hold,hold,buy,trend change to upper band...probability to fall more
M&MFIN,large,16.62,,14.557181196433195,,,,,,,,,,
BLUESTARCO,large,56.77,,6.508875739644971,1610.0,1900.8297500000003,1845.9150000000002,1672.906,1595.44,1633.4500000000003,hold,hold,buy,probability to fall more
DEEPAKNTR,large,37.06,,6.621773288439956,1894.6,2338.8349999999987,2010.7430000000002,1982.915,1960.395,1916.6899999999998,hold,hold,buy,probability to fall more
GODREJIND,large,30.61,4.978417266187054,,,,,,,,,,,
DALBHARAT,large,47.81,6.920955882352938,,2040.2,1861.7282500000013,1893.384,2015.8050000000003,2077.18,2083.54,sell,hold,sell,probability to rise more
ENDURANCE,large,43.87,14.835184330979681,,2576.0,2178.3095000000003,2056.725499999999,2215.262,2457.465,2462.2000000000003,sell,sell,sell,probability to rise more
SYNGENE,large,54.08,,6.079559669752322,631.2,776.4427500000003,679.5459999999999,651.5920000000001,648.97,649.405,hold,hold,buy,probability to fall more
JKCEMENT,large,56.64,8.551668022782751,,5693.5,4747.996,5028.012,5373.9130000000005,5725.95,5896.05,sell,hold,sell,probability to rise more
